AGE;GENDER;EDU;OWNH;MARRY;JOB;INCOME;TYPEH;PPL;TEEN;PET;LIST;SHOP1;SHOP2;SHOP3;SHOP4;STOCK1;STOCK2;STOCK3;STOCK4;LABEL;STR;COOK1;COOK2;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;WHYOUT1;WHYOUT2;WHYOUT3;AWARE;TAKE1;TAKE2;WEIGHT;NONEED;EATMORE;ORDER;WORRY1;WORRY2;TOOLS1;TOOLS2;FOOD1;FOOD2;DISC11;DISC12;DISC13;DISC14;DISC15;DISC21;DISC22;DISC23;DISC24;DISC25;DISC26;DISC27;DISC28;DISC29;DISC10
45;1;5;2;2;1;5;4;5;1;2;1;4;2;2;5;1;4;3;3;2;3;4;1;5;2;5;4;2;0;1;1;3;1;2;3;2;2;1;3;2;2;1;1;2;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0
39;1;5;4;2;1;4;1;4;0;2;2;5;5;5;5;4;4;1;5;2;4;5;2;3;3;5;2;5;1;1;0;3;2;4;2;1;3;2;5;3;2;2;5;3;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0
27;2;5;2;1;1;4;1;4;1;2;5;2;2;3;4;2;5;1;4;5;3;2;2;2;4;1;2;3;0;1;1;3;3;1;1;1;2;1;3;3;5;4;5;3;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0
30;2;4;1;1;1;4;1;3;0;1;5;2;2;2;2;2;5;1;4;3;1;4;3;5;5;2;2;4;0;1;1;3;3;4;1;2;2;2;2;2;5;2;5;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0
23;1;2;2;2;1;4;4;4;0;2;3;2;2;2;2;3;6;2;5;4;1;4;2;2;4;5;2;2;1;1;0;2;2;3;1;4;3;1;5;3;3;1;4;5;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0
51;1;5;1;2;1;5;2;6;1;1;2;5;4;2;2;1;4;7;7;4;2;1;2;1;5;5;2;4;0;1;1;3;2;3;3;4;2;1;5;1;4;3;4;3;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
26;2;5;1;1;1;5;2;3;0;2;1;2;2;3;4;7;3;7;5;4;2;1;1;4;2;3;5;1;0;1;0;2;2;3;3;2;2;2;1;4;2;1;2;4;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0
26;2;5;1;2;1;4;2;6;2;2;5;2;2;2;2;6;5;1;3;3;1;1;2;4;5;4;5;5;0;1;1;1;2;4;2;3;2;1;5;3;1;2;3;3;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
30;2;2;2;1;1;4;2;6;2;1;1;2;3;5;5;6;5;4;6;4;1;4;2;4;1;1;1;3;1;0;1;2;2;4;3;2;3;1;3;3;5;4;2;5;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0
30;1;4;3;2;1;5;2;3;2;1;2;5;5;5;5;7;2;7;3;4;5;3;3;3;3;5;2;1;1;1;1;2;4;2;4;3;2;1;4;3;4;1;3;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0
50;2;5;3;2;1;5;3;4;2;2;1;2;5;3;3;5;1;4;7;5;2;5;1;5;3;1;3;4;0;1;0;1;1;1;3;2;1;1;3;4;1;5;3;4;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0
41;1;7;2;2;1;4;1;4;2;1;5;2;2;2;2;4;7;3;6;1;2;2;2;3;4;3;5;4;1;0;1;3;1;1;3;2;1;1;1;3;4;3;5;5;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0
24;1;5;2;2;1;4;4;3;0;2;4;2;3;5;5;1;4;3;3;5;3;2;2;1;4;4;5;3;1;1;0;3;3;2;3;1;2;2;2;1;1;1;1;5;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0
32;2;5;2;2;1;3;2;4;2;1;1;2;2;2;3;4;3;5;7;2;1;4;2;2;4;3;1;1;1;1;0;2;1;3;4;4;2;2;5;5;2;3;1;2;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0
26;1;5;3;1;1;4;3;6;2;1;4;5;5;5;2;4;3;5;7;1;5;1;1;2;3;4;4;1;1;1;0;3;1;1;1;3;1;2;2;5;2;5;3;3;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0
44;2;4;3;1;1;4;3;4;0;1;5;2;2;2;2;3;6;2;5;3;3;3;3;2;4;5;2;5;0;1;1;1;4;1;3;3;2;2;3;3;5;2;3;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
34;2;4;3;2;1;5;2;3;1;2;5;5;2;3;5;4;3;5;7;3;3;2;3;3;4;3;1;5;1;0;1;2;1;2;1;3;2;2;5;5;3;1;1;4;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0
30;1;5;1;2;1;5;2;5;0;2;2;2;2;3;4;1;1;5;2;2;2;4;3;5;3;2;5;2;1;1;1;2;4;2;1;1;2;1;5;1;2;2;3;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0
44;2;2;3;1;2;4;1;5;1;2;2;5;5;5;5;3;6;1;4;2;2;1;3;4;4;3;2;1;0;1;1;2;2;4;1;2;3;2;4;2;2;4;1;5;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0
32;1;6;2;2;1;4;2;5;1;2;3;5;5;5;5;1;4;7;3;1;2;2;2;4;2;1;4;1;0;1;1;2;2;3;1;4;3;2;1;2;5;2;2;3;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0
34;1;5;3;2;1;4;4;3;2;2;1;5;4;4;4;3;6;1;4;1;4;4;2;4;4;1;1;2;1;0;1;2;2;1;1;1;3;1;1;4;2;3;3;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
45;1;4;4;1;1;6;1;6;0;2;2;2;2;2;2;4;3;6;1;4;4;2;1;3;4;5;2;3;1;1;0;2;2;1;3;2;3;2;4;2;3;2;4;3;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0
36;1;7;2;1;1;5;3;5;2;1;4;5;5;5;5;1;1;4;1;5;1;3;2;4;1;4;4;3;0;1;1;1;1;1;3;2;2;2;4;5;1;1;4;5;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0
41;1;1;2;2;1;5;2;3;2;2;5;2;2;2;3;4;3;2;5;4;5;1;2;4;3;5;5;2;0;1;1;1;1;3;4;1;2;2;5;4;2;1;3;2;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0
43;2;5;2;2;1;5;3;6;0;2;2;2;3;5;5;3;6;1;4;3;4;3;3;3;2;3;5;2;0;1;1;1;2;2;3;3;2;2;5;4;3;2;3;3;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
38;1;5;1;1;2;6;2;6;2;2;5;2;3;5;5;4;3;5;7;3;4;3;3;2;2;3;4;2;1;1;1;2;2;3;4;3;1;2;3;3;1;2;1;4;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0
38;1;3;3;2;1;4;1;4;0;1;4;2;2;3;4;4;6;1;1;3;1;1;2;2;4;1;2;4;1;0;1;2;3;1;3;3;2;2;3;4;1;3;5;3;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
37;1;6;3;2;1;5;2;4;1;1;2;3;5;5;5;4;3;7;4;1;3;3;2;4;4;1;2;2;0;1;0;2;1;2;4;4;2;2;5;1;2;5;4;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
44;2;3;3;1;1;4;2;3;2;1;5;5;5;5;5;6;2;5;4;2;2;2;1;2;4;4;4;2;0;1;0;1;3;2;3;1;1;2;5;4;3;5;5;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0
32;1;2;4;2;1;6;3;5;1;1;4;2;2;2;2;7;3;6;5;4;1;2;2;3;2;3;1;3;0;1;0;1;3;3;1;3;3;2;2;5;2;1;2;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
44;1;1;2;2;1;5;2;5;1;1;5;2;2;2;2;1;4;7;3;2;1;5;1;3;5;5;1;3;1;1;1;2;4;2;4;2;2;2;5;3;3;5;4;4;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0
27;1;5;2;1;1;5;3;3;1;1;5;2;2;2;2;6;6;5;1;1;4;4;3;4;2;3;1;1;1;0;1;2;3;4;4;1;3;1;4;5;2;3;2;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0
46;1;3;2;1;1;4;4;5;2;2;5;2;2;2;2;1;6;2;5;4;4;2;2;3;2;2;2;1;0;1;1;1;4;1;2;1;1;2;4;5;2;5;5;2;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0
53;1;5;3;2;2;4;2;4;0;1;3;2;2;3;4;4;4;6;1;5;2;5;2;3;1;4;4;4;1;0;1;1;2;1;3;2;1;2;2;4;2;1;2;2;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0
27;2;6;1;2;1;5;3;4;1;2;3;3;4;2;2;4;7;2;7;3;4;4;2;1;4;5;5;2;0;1;1;2;4;3;4;2;2;1;2;1;3;1;2;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
53;2;4;2;2;1;5;2;6;2;1;2;2;2;2;2;1;4;7;3;1;1;4;1;4;3;5;2;4;0;1;1;1;1;3;3;3;2;1;4;3;3;2;3;2;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0
26;2;3;2;1;1;6;1;6;2;1;5;2;2;2;2;1;5;3;6;5;5;1;2;1;4;3;3;3;1;1;1;3;3;4;1;2;3;1;2;2;4;3;1;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0
39;1;4;1;1;1;5;3;6;2;1;2;3;3;3;4;3;6;1;4;5;3;3;3;4;2;3;1;2;0;1;0;2;1;3;2;2;3;2;4;5;2;4;5;2;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0
28;2;4;1;1;1;4;3;5;1;1;4;2;2;2;2;5;1;4;7;3;4;5;1;5;4;3;1;3;1;1;0;3;2;1;1;4;2;2;1;2;3;5;4;2;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
49;2;5;3;2;1;4;2;6;2;2;2;3;5;5;5;7;3;6;2;4;2;5;1;1;4;5;1;3;0;1;1;1;1;2;2;3;3;1;4;3;1;5;5;5;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0
23;2;4;2;1;2;6;2;4;0;2;4;2;2;2;2;1;1;4;1;2;4;5;3;5;5;5;4;2;0;1;1;1;2;2;2;2;2;2;2;3;2;1;2;2;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
44;2;6;2;1;1;5;2;3;2;2;5;2;2;3;3;7;6;5;1;3;2;3;3;3;5;3;1;2;0;1;1;2;3;2;1;4;3;2;3;2;2;4;3;3;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0
23;2;1;3;2;1;5;2;3;1;2;5;2;2;2;2;3;5;7;5;4;3;5;2;4;3;4;3;2;1;1;1;1;2;2;3;3;3;2;5;3;3;1;4;3;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
43;1;4;2;1;1;4;3;6;0;2;4;3;3;4;5;1;4;7;3;2;4;5;3;2;2;3;3;2;0;1;1;3;3;4;1;2;1;1;4;3;2;2;3;3;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0
28;2;5;1;2;1;4;1;4;2;1;4;2;2;2;2;3;6;2;5;4;2;3;2;4;1;3;5;2;0;1;0;1;4;4;3;4;1;2;5;2;1;4;1;2;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0
32;2;3;3;2;1;5;4;5;2;2;4;5;4;4;4;7;3;7;5;4;4;4;2;3;3;4;4;3;1;1;1;2;3;1;3;3;2;2;4;2;4;3;4;2;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0
23;2;5;2;1;1;4;1;3;2;1;1;3;4;2;2;7;3;6;2;3;1;2;3;1;3;1;3;1;1;0;1;1;3;2;3;4;1;2;4;4;1;1;1;5;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0
46;1;4;1;2;1;5;2;5;1;1;4;3;3;3;4;5;1;4;7;4;5;4;2;5;4;5;4;2;1;1;1;1;2;3;1;1;2;1;5;3;1;1;3;4;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0
31;2;5;2;1;1;6;3;6;1;2;4;2;2;2;2;3;6;2;5;2;2;3;1;2;2;3;3;2;1;1;1;2;3;4;1;3;2;2;2;1;2;4;1;5;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0
41;2;5;3;2;1;4;2;4;2;1;4;5;5;4;3;4;4;4;7;4;2;4;1;4;5;2;4;3;1;1;1;1;4;2;3;4;1;2;2;1;1;1;5;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0
52;2;4;3;2;1;4;3;4;2;1;3;3;5;5;5;1;4;3;3;3;4;5;3;2;4;2;4;1;0;1;1;2;2;1;2;1;1;2;5;3;1;1;3;5;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0
48;2;5;3;2;1;5;2;4;1;1;4;4;2;2;5;3;5;7;5;1;3;5;2;5;4;3;1;3;1;0;1;3;1;4;1;2;1;2;1;1;3;5;2;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0
25;2;4;2;2;1;5;3;6;2;2;5;5;4;2;2;5;3;6;2;3;4;3;2;2;4;5;5;2;0;1;1;3;3;2;3;1;3;1;3;5;3;2;1;2;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0
35;1;4;1;2;1;2;1;3;2;2;3;2;2;2;2;6;1;1;1;2;4;4;2;5;5;2;4;2;0;1;0;2;2;3;1;2;1;2;3;4;3;4;2;5;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0
28;2;4;1;2;1;4;1;5;1;2;3;5;5;4;3;3;6;2;5;1;3;1;1;5;3;5;3;1;0;1;1;2;2;4;1;2;1;2;1;2;2;1;1;3;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0
52;1;1;3;1;1;5;2;4;2;2;3;2;3;5;5;5;1;4;7;3;5;2;1;5;3;5;1;1;1;1;1;2;1;3;2;1;2;2;1;1;2;3;3;3;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0
34;2;5;4;2;1;6;4;3;1;2;3;2;4;4;4;3;2;5;7;4;4;5;1;1;3;4;5;1;1;1;0;2;3;4;1;2;2;2;5;4;5;1;3;3;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0
36;2;1;4;2;1;4;4;5;1;2;1;3;5;5;5;4;6;1;6;3;1;3;3;3;3;3;1;1;1;1;1;1;1;3;1;3;2;2;2;4;1;2;2;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0
35;2;5;1;1;1;5;3;4;2;2;5;5;4;2;2;1;4;7;3;4;5;2;2;3;5;4;3;1;0;1;1;1;2;2;2;3;2;2;3;5;3;1;1;4;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0
37;2;6;2;2;1;6;2;4;2;2;1;2;2;2;2;1;4;7;7;4;3;3;2;5;2;1;2;2;0;1;1;2;4;3;1;2;2;2;1;5;4;1;3;3;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0
48;2;4;2;1;1;5;2;3;0;1;5;2;2;2;2;6;2;5;1;5;1;1;3;1;2;1;2;2;1;0;1;2;3;3;4;1;2;2;2;4;3;4;2;2;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
50;1;5;2;1;1;4;2;6;1;1;1;2;2;2;2;4;4;6;1;5;4;4;1;4;5;2;5;1;1;1;0;2;2;2;4;2;1;1;5;5;2;3;2;2;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0
42;2;5;2;1;1;4;2;6;1;2;3;2;5;3;3;6;6;5;1;3;3;2;2;4;3;5;3;1;1;0;1;2;3;3;2;3;3;2;4;3;4;4;2;3;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
31;1;4;3;2;1;6;3;3;2;1;3;5;5;5;5;4;6;1;1;3;2;2;1;4;5;5;3;3;0;1;0;3;2;1;3;2;3;1;2;4;1;3;1;2;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0
36;1;3;3;1;1;5;2;4;2;2;2;5;5;5;4;4;7;3;6;1;4;1;1;2;5;5;2;2;0;1;1;2;1;3;3;4;2;1;3;3;3;2;5;2;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0
23;1;6;3;2;2;6;3;6;0;1;4;4;5;4;5;5;1;4;4;3;4;4;2;5;4;1;3;4;0;1;1;3;3;1;4;3;2;2;4;3;2;2;2;4;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0
41;1;2;3;1;1;2;4;3;2;2;3;2;2;2;5;4;7;3;6;4;4;2;1;3;2;3;2;4;1;1;1;2;1;3;4;1;3;2;3;1;1;3;5;2;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
28;2;4;2;1;1;5;3;6;1;1;3;4;5;4;5;2;5;5;4;5;1;4;2;2;2;1;4;2;1;0;1;3;1;3;2;2;1;2;1;4;3;1;4;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0
48;2;5;4;2;1;5;2;3;2;1;5;3;5;5;5;1;5;3;6;2;1;3;3;4;4;2;4;1;0;1;1;1;2;2;2;1;3;2;1;3;4;5;2;2;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0
33;1;3;1;2;1;2;3;3;0;2;2;5;5;4;2;1;3;5;3;3;5;5;3;4;3;2;3;3;1;0;1;1;2;1;3;1;3;2;2;4;3;2;3;2;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0
44;2;4;2;1;1;4;2;4;1;2;5;4;2;2;5;1;4;7;3;3;5;3;2;1;2;4;4;2;1;1;1;1;3;1;3;4;2;2;2;1;4;2;3;5;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0
38;2;5;2;1;1;3;1;4;2;1;1;3;3;3;4;4;3;7;4;2;2;5;2;2;3;3;5;2;1;0;1;1;2;2;3;2;2;1;1;3;3;3;4;4;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0
48;2;4;1;2;1;2;4;4;0;1;2;2;3;5;5;2;5;5;4;4;5;4;2;2;5;3;3;3;1;0;1;1;1;2;1;3;2;2;3;3;5;5;2;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0
46;2;4;3;2;1;5;2;6;1;1;4;2;2;3;4;2;4;7;3;4;5;3;2;3;1;4;2;3;0;1;1;3;4;2;2;2;2;1;2;5;4;2;2;4;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0
24;2;4;2;1;1;6;2;5;2;1;4;2;2;2;2;4;6;1;1;1;2;2;2;4;2;1;1;2;1;1;1;3;3;3;2;3;3;2;3;5;3;1;2;5;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0
43;1;3;3;2;1;5;1;4;2;1;3;2;2;3;4;5;1;4;7;2;2;5;3;3;3;4;3;3;0;1;0;2;2;1;3;4;1;1;3;2;5;5;3;3;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0
23;2;4;3;1;1;4;1;6;2;2;4;2;4;4;4;1;4;3;3;2;3;5;3;2;3;4;4;5;1;1;1;3;4;3;3;2;1;1;1;3;4;5;3;5;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0
46;1;4;2;1;1;4;1;5;1;1;4;5;5;5;5;6;2;5;1;3;5;4;3;1;2;3;3;3;0;1;1;1;3;4;2;3;2;2;3;4;4;4;3;5;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
28;2;5;2;1;1;4;2;5;2;2;2;5;5;5;5;2;5;1;4;1;2;3;1;1;4;3;2;4;1;0;1;2;3;1;4;2;2;2;4;5;1;2;2;3;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
41;2;4;4;2;1;6;3;4;0;2;2;2;2;3;3;4;3;5;7;2;1;2;2;2;3;4;4;1;0;1;1;3;3;2;3;2;2;1;4;2;4;5;2;2;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0
44;1;1;1;2;1;5;3;6;0;2;3;5;5;5;4;5;1;4;4;3;3;1;3;3;2;3;2;1;1;1;1;2;3;3;4;3;2;2;4;3;1;2;2;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0
41;2;5;1;2;2;6;2;3;1;1;1;5;4;4;3;1;4;7;3;1;4;1;3;3;5;4;3;2;0;1;1;1;4;1;2;3;2;1;1;2;3;5;3;5;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0
42;2;5;3;2;1;4;2;6;2;1;2;5;5;5;5;6;2;5;1;2;3;4;2;5;3;2;5;4;1;1;0;2;3;1;3;3;2;2;2;5;5;3;3;4;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0
29;2;5;2;2;1;5;2;6;0;2;4;2;3;5;5;2;5;1;4;3;2;3;1;5;5;2;3;3;0;1;1;3;2;1;4;3;2;2;1;4;2;3;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0
52;1;5;3;1;1;5;3;5;2;1;1;5;5;5;5;3;1;4;7;3;4;3;2;1;2;5;4;3;1;1;1;2;3;2;4;1;3;2;5;5;2;2;4;2;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0
24;1;6;3;2;1;4;4;3;0;2;2;5;4;2;2;5;1;4;7;1;1;5;2;5;3;2;2;3;0;1;1;1;4;2;1;2;3;2;5;5;2;1;3;2;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0
28;1;4;3;1;1;4;1;5;1;1;4;5;4;2;2;7;3;6;2;1;3;3;2;5;1;5;4;1;0;1;0;1;2;2;4;3;2;1;2;2;3;3;2;2;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0
28;1;5;1;2;1;4;3;6;1;1;1;2;2;2;3;3;5;7;5;1;4;3;2;2;4;2;5;3;1;1;1;1;2;3;2;2;2;1;2;2;2;3;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
27;1;5;3;1;1;5;2;4;2;1;2;5;2;3;5;4;7;2;7;5;3;2;2;5;4;5;2;3;0;1;0;2;3;2;1;1;1;1;5;3;3;3;4;3;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
23;1;5;1;1;1;4;1;4;0;1;3;2;2;2;3;4;6;1;6;3;1;5;3;2;5;1;2;3;0;1;1;2;3;2;4;1;3;2;5;1;2;2;3;3;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0
30;2;5;3;2;1;5;1;5;1;1;5;5;5;5;5;6;2;4;4;4;5;2;3;2;2;5;3;1;1;0;1;1;3;2;2;1;3;2;3;4;2;4;3;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0
46;1;5;2;2;1;5;2;5;1;2;5;2;3;5;5;5;1;4;7;4;3;2;1;3;4;3;4;3;0;1;0;1;1;3;1;2;1;1;3;1;3;2;4;4;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0
38;1;6;1;2;1;6;3;6;2;2;4;5;4;4;4;6;6;5;1;3;2;4;2;1;4;2;5;4;0;1;1;2;1;4;3;4;1;2;3;3;2;4;2;5;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0
29;1;5;2;2;1;6;4;5;2;2;5;5;5;5;5;5;1;4;7;2;3;2;1;2;3;5;2;3;1;0;1;2;4;3;2;4;3;2;4;4;2;1;1;2;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0
44;1;1;2;2;1;5;2;6;0;1;2;2;2;2;2;3;6;1;4;1;2;2;2;3;5;5;2;4;1;1;0;3;3;2;1;3;2;2;5;2;2;5;1;2;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0
24;2;4;3;2;1;5;4;4;2;2;2;5;5;5;5;3;1;4;7;2;3;3;3;4;3;4;5;3;1;1;1;1;2;4;3;4;2;2;4;5;2;2;5;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0
24;2;5;2;2;1;5;1;5;2;2;5;2;3;5;5;1;1;4;1;1;5;1;3;4;5;1;2;2;1;1;0;2;3;3;3;1;3;2;4;2;3;2;2;2;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0
29;2;3;2;1;1;4;1;4;2;1;3;5;4;4;4;2;5;1;4;2;2;4;3;5;5;4;1;3;0;1;1;2;2;2;4;3;3;2;1;3;2;3;4;2;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0
49;2;5;2;2;1;3;4;3;0;2;5;2;2;2;2;6;2;5;1;4;5;5;2;1;4;2;5;2;1;1;0;2;3;4;3;2;1;2;1;2;1;3;2;1;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0
52;2;5;2;2;1;4;3;4;2;2;5;5;4;4;3;1;4;7;3;3;2;5;2;2;2;5;2;2;1;1;0;2;4;3;1;4;3;2;3;4;1;2;3;3;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0
23;1;5;4;1;1;5;3;6;0;1;2;3;3;4;5;3;1;4;7;1;5;5;1;4;4;3;4;4;0;1;1;2;1;3;4;1;1;2;2;3;2;2;2;4;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0
42;1;3;2;2;1;4;3;3;0;1;3;3;3;3;4;1;4;7;3;2;2;5;2;2;5;5;5;1;1;1;1;3;2;1;2;2;2;2;5;5;3;2;3;3;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0
43;1;4;3;2;1;3;1;4;2;2;3;2;2;2;5;7;7;6;1;4;2;2;2;4;1;4;5;3;1;1;1;1;4;4;4;4;2;1;3;3;2;4;4;2;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0
31;2;3;1;1;1;5;2;3;2;1;5;2;3;5;5;4;4;6;1;4;3;1;1;3;2;5;5;2;1;1;0;1;3;3;1;1;2;2;4;3;3;5;2;4;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0
23;1;5;4;1;1;5;1;6;1;2;1;2;2;2;2;4;7;3;6;3;4;3;3;5;3;5;1;2;0;1;0;3;1;3;4;3;2;2;2;1;1;4;3;2;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0
31;2;5;3;2;1;6;4;4;0;1;5;2;5;3;3;3;6;2;5;1;5;1;3;5;5;1;2;3;0;1;1;3;1;4;1;3;2;2;4;5;2;2;2;4;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0
39;2;5;2;2;1;4;4;4;0;1;3;4;2;2;2;3;2;5;7;4;4;3;2;4;2;2;5;5;1;1;0;3;2;2;3;1;2;2;1;3;2;5;3;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0
50;2;1;2;2;1;5;2;4;0;1;1;5;5;5;5;1;4;7;7;1;2;4;3;2;2;5;5;3;0;1;1;2;2;2;3;1;3;2;3;5;4;2;3;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0
52;2;4;3;1;1;4;3;5;0;1;4;5;5;5;5;1;4;7;7;2;5;4;1;1;3;1;5;5;0;1;0;1;2;2;1;1;3;1;3;3;2;5;5;4;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0
38;2;4;2;1;1;5;3;4;0;1;3;2;3;5;5;7;3;6;5;4;3;4;3;1;3;5;2;1;1;0;1;2;1;2;3;2;2;2;2;5;2;3;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0
24;1;5;2;2;1;4;3;4;2;1;3;5;5;5;5;4;3;2;5;2;2;3;1;3;3;4;4;2;1;1;0;2;1;2;3;2;1;2;5;3;3;3;1;4;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0
41;2;3;3;2;1;4;1;6;2;2;3;2;2;2;2;6;6;2;6;4;3;5;1;2;3;2;4;5;1;1;0;1;3;2;3;3;1;2;4;1;2;1;2;2;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0
42;2;2;4;2;1;4;2;4;0;1;1;2;5;3;3;6;2;5;1;1;2;3;3;4;5;4;3;3;0;1;1;3;3;2;2;1;3;1;3;1;3;2;2;2;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0
